10/07/2022 09:47:53,70,production
10/07/2022 09:48:53,70.03,production
10/07/2022 09:49:53,70.07,production
10/07/2022 09:50:53,70.1,production
10/07/2022 09:51:53,70.13,production
10/07/2022 09:52:53,70.17,production
10/07/2022 09:53:53,70.2,production
10/07/2022 09:54:53,70.23,production
10/07/2022 09:55:53,70.27,production
10/07/2022 09:56:53,70.3,production
10/07/2022 09:57:53,70.33,production
10/07/2022 09:58:53,70.37,production
10/07/2022 09:59:53,70.4,production
10/07/2022 10:00:53,70.43,production
10/07/2022 10:01:53,70.47,production
10/07/2022 10:02:53,70.5,production
10/07/2022 10:03:53,70.53,production
10/07/2022 10:04:53,70.57,production
10/07/2022 10:05:53,70.6,production
10/07/2022 10:06:53,70.63,production
10/07/2022 10:07:53,70.67,production
10/07/2022 10:08:53,70.7,production
10/07/2022 10:09:53,70.73,production
10/07/2022 10:10:53,70.77,production
10/07/2022 10:11:53,70.8,production
10/07/2022 10:12:53,70.83,production
10/07/2022 10:13:53,70.87,production
10/07/2022 10:14:53,70.9,production
10/07/2022 10:15:53,70.93,production
10/07/2022 10:16:53,70.97,production
10/07/2022 10:17:53,71.0,production
10/07/2022 10:18:53,71.03,production
10/07/2022 10:19:53,71.07,production
10/07/2022 10:20:53,71.1,production
10/07/2022 10:21:53,71.13,production
10/07/2022 10:22:53,71.17,production
10/07/2022 10:23:53,71.2,production
10/07/2022 10:24:53,71.23,production
10/07/2022 10:25:53,71.27,production
10/07/2022 10:26:53,71.3,production
10/07/2022 10:27:53,71.33,production
10/07/2022 10:28:53,71.37,production
10/07/2022 10:29:53,71.4,production
10/07/2022 10:30:53,71.43,production
10/07/2022 10:31:53,71.47,production
10/07/2022 10:32:53,71.5,production
10/07/2022 10:33:53,71.53,production
10/07/2022 10:34:53,71.57,production
10/07/2022 10:35:53,71.6,production
10/07/2022 10:36:53,71.63,production
10/07/2022 10:37:53,71.67,production
10/07/2022 10:38:53,71.7,production
10/07/2022 10:39:53,71.73,production
10/07/2022 10:40:53,71.77,production
10/07/2022 10:41:53,71.8,production
10/07/2022 10:42:53,71.83,production
10/07/2022 10:43:53,71.87,production
10/07/2022 10:44:53,71.9,production
10/07/2022 10:45:53,71.93,production
10/07/2022 10:46:53,71.97,production
10/07/2022 10:47:53,72.0,production
10/07/2022 10:47:53,72.0,production
10/07/2022 10:48:53,71.97,production
10/07/2022 10:49:53,71.93,production
10/07/2022 10:50:53,71.9,production
10/07/2022 10:51:53,71.87,production
10/07/2022 10:52:53,71.83,production
10/07/2022 10:53:53,71.8,production
10/07/2022 10:54:53,71.77,production
10/07/2022 10:55:53,71.73,production
10/07/2022 10:56:53,71.7,production
10/07/2022 10:57:53,71.67,production
10/07/2022 10:58:53,71.63,production
10/07/2022 10:59:53,71.6,production
10/07/2022 11:00:53,71.57,production
10/07/2022 11:01:53,71.53,production
10/07/2022 11:02:53,71.5,production
10/07/2022 11:03:53,71.47,production
10/07/2022 11:04:53,71.43,production
10/07/2022 11:05:53,71.4,production
10/07/2022 11:06:53,71.37,production
10/07/2022 11:07:53,71.33,production
10/07/2022 11:08:53,71.3,production
10/07/2022 11:09:53,71.27,production
10/07/2022 11:10:53,71.23,production
10/07/2022 11:11:53,71.2,production
10/07/2022 11:12:53,71.17,production
10/07/2022 11:13:53,71.13,production
10/07/2022 11:14:53,71.1,production
10/07/2022 11:15:53,71.07,production
10/07/2022 11:16:53,71.03,production
10/07/2022 11:17:53,71.0,production
10/07/2022 11:18:53,70.97,production
10/07/2022 11:19:53,70.93,production
10/07/2022 11:20:53,70.9,production
10/07/2022 11:21:53,70.87,production
10/07/2022 11:22:53,70.83,production
10/07/2022 11:23:53,70.8,production
10/07/2022 11:24:53,70.77,production
10/07/2022 11:25:53,70.73,production
10/07/2022 11:26:53,70.7,production
10/07/2022 11:27:53,70.67,production
10/07/2022 11:28:53,70.63,production
10/07/2022 11:29:53,70.6,production
10/07/2022 11:30:53,70.57,production
10/07/2022 11:31:53,70.53,production
10/07/2022 11:32:53,70.5,production
10/07/2022 11:33:53,70.47,production
